id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
51920,1540,10/9/2013 17:53,San Francisco Caltrain (Townsend at 4th),70,10/9/2013 18:19,Embarcadero at Sansome,60,447,Customer,
52279,571,10/10/2013 0:08,South Van Ness at Market,66,10/10/2013 0:18,Market at Sansome,77,588,Subscriber,94105
52300,600,10/10/2013 6:32,Golden Gate at Polk,59,10/10/2013 6:42,Townsend at 7th,65,464,Subscriber,94118
52452,648,10/10/2013 8:11,2nd at Townsend,61,10/10/2013 8:22,Mechanics Plaza (Market at Battery),75,503,Subscriber,94086
52606,690,10/10/2013 9:08,Beale at Market,56,10/10/2013 9:19,Grant Avenue at Columbus Avenue,73,564,Subscriber,94120
52639,240,10/10/2013 9:19,Redwood City Caltrain Station,22,10/10/2013 9:23,Redwood City Public Library,24,134,Subscriber,94105
52650,323,10/10/2013 9:25,Beale at Market,56,10/10/2013 9:30,Spear at Folsom,49,549,Subscriber,94117
52713,465,10/10/2013 9:55,Commercial at Montgomery,45,10/10/2013 10:03,Market at Sansome,77,265,Customer,5401
52754,406,10/10/2013 10:21,Grant Avenue at Columbus Avenue,73,10/10/2013 10:28,Market at 4th,76,273,Subscriber,94133
52775,494,10/10/2013 10:39,San Jose Diridon Caltrain Station,2,10/10/2013 10:47,MLK Library,11,706,Subscriber,94041
52789,227,10/10/2013 10:48,San Francisco Caltrain 2 (330 Townsend),69,10/10/2013 10:52,Townsend at 7th,65,386,Subscriber,94107
52977,917,10/10/2013 12:58,2nd at Folsom,62,10/10/2013 13:13,2nd at Folsom,62,539,Subscriber,94118
52978,500,10/10/2013 12:58,2nd at Townsend,61,10/10/2013 13:07,Harry Bridges Plaza (Ferry Building),50,322,Subscriber,94945
53111,1173,10/10/2013 14:51,2nd at Townsend,61,10/10/2013 15:11,Townsend at 7th,65,439,Subscriber,94025
53369,611,10/10/2013 17:24,Embarcadero at Sansome,60,10/10/2013 17:35,Temporary Transbay Terminal (Howard at Beale),55,603,Subscriber,94602
53645,214,10/10/2013 19:46,2nd at Folsom,62,10/10/2013 19:49,Market at Sansome,77,544,Subscriber,94118
53783,379,10/11/2013 6:45,San Francisco Caltrain (Townsend at 4th),70,10/11/2013 6:51,Howard at 2nd,63,634,Subscriber,94158
53933,618,10/11/2013 8:24,Harry Bridges Plaza (Ferry Building),50,10/11/2013 8:35,San Francisco Caltrain 2 (330 Townsend),69,419,Subscriber,94549
54537,892,10/11/2013 14:55,Grant Avenue at Columbus Avenue,73,10/11/2013 15:09,Embarcadero at Sansome,60,348,Subscriber,94111
54577,898,10/11/2013 15:47,Beale at Market,56,10/11/2013 16:02,Townsend at 7th,65,315,Subscriber,94107
54917,968,10/11/2013 18:26,Townsend at 7th,65,10/11/2013 18:43,Post at Kearney,47,423,Subscriber,94108
55198,349,10/12/2013 10:21,San Francisco Caltrain 2 (330 Townsend),69,10/12/2013 10:27,5th at Howard,57,442,Subscriber,94107
55215,859,10/12/2013 10:32,San Francisco Caltrain (Townsend at 4th),70,10/12/2013 10:46,Harry Bridges Plaza (Ferry Building),50,332,Subscriber,94107
55369,706,10/12/2013 12:30,Market at 4th,76,10/12/2013 12:42,Steuart at Market,74,288,Subscriber,94043
55461,341,10/12/2013 13:30,San Francisco Caltrain (Townsend at 4th),70,10/12/2013 13:35,Townsend at 7th,65,415,Customer,94109
55476,687,10/12/2013 13:37,Harry Bridges Plaza (Ferry Building),50,10/12/2013 13:49,Mechanics Plaza (Market at Battery),75,492,Subscriber,94109
55517,763,10/12/2013 14:08,Clay at Battery,41,10/12/2013 14:21,Yerba Buena Center of the Arts (3rd @ Howard),68,330,Customer,11103
55524,274,10/12/2013 14:12,San Francisco City Hall,58,10/12/2013 14:17,Market at 10th,67,382,Subscriber,94133
55547,24006,10/12/2013 14:33,Powell at Post (Union Square),71,10/12/2013 21:13,Powell at Post (Union Square),71,625,Customer,60661
55549,1122,10/12/2013 14:34,Embarcadero at Bryant,54,10/12/2013 14:53,Market at Sansome,77,404,Customer,
55599,578,10/12/2013 15:13,Clay at Battery,41,10/12/2013 15:23,Grant Avenue at Columbus Avenue,73,268,Customer,90220
55740,373,10/12/2013 16:54,Paseo de San Antonio,7,10/12/2013 17:00,San Pedro Square,6,670,Subscriber,95112
56232,511,10/13/2013 10:56,Harry Bridges Plaza (Ferry Building),50,10/13/2013 11:05,Market at Sansome,77,577,Subscriber,94111
56506,676,10/13/2013 15:02,Embarcadero at Bryant,54,10/13/2013 15:13,2nd at Townsend,61,408,Customer,94109
56645,546,10/13/2013 16:48,Market at 4th,76,10/13/2013 16:57,Davis at Jackson,42,554,Subscriber,94111
56696,376,10/13/2013 17:39,2nd at Folsom,62,10/13/2013 17:45,San Francisco Caltrain 2 (330 Townsend),69,384,Subscriber,94105
56967,1050,10/14/2013 8:02,Harry Bridges Plaza (Ferry Building),50,10/14/2013 8:20,Townsend at 7th,65,453,Subscriber,94590
57024,267,10/14/2013 8:41,Harry Bridges Plaza (Ferry Building),50,10/14/2013 8:45,Embarcadero at Sansome,60,490,Subscriber,94103
57042,500,10/14/2013 8:48,San Francisco Caltrain (Townsend at 4th),70,10/14/2013 8:56,2nd at Folsom,62,481,Subscriber,94109
57176,423,10/14/2013 9:30,Steuart at Market,74,10/14/2013 9:37,Embarcadero at Bryant,54,267,Subscriber,94704
57658,373,10/14/2013 15:56,Embarcadero at Sansome,60,10/14/2013 16:03,Steuart at Market,74,510,Subscriber,94301
57694,620,10/14/2013 16:22,2nd at South Park,64,10/14/2013 16:32,Powell Street BART,39,634,Subscriber,94117
57756,353,10/14/2013 16:58,Temporary Transbay Terminal (Howard at Beale),55,10/14/2013 17:04,Davis at Jackson,42,490,Subscriber,94111
57803,807,10/14/2013 17:09,Townsend at 7th,65,10/14/2013 17:22,Golden Gate at Polk,59,283,Subscriber,94118
58545,588,10/15/2013 8:51,Embarcadero at Bryant,54,10/15/2013 9:01,Clay at Battery,41,458,Subscriber,94107
58593,458,10/15/2013 9:05,Embarcadero at Bryant,54,10/15/2013 9:12,Mechanics Plaza (Market at Battery),75,471,Subscriber,94105
58659,969,10/15/2013 9:25,California Ave Caltrain Station,36,10/15/2013 9:42,Palo Alto Caltrain Station,34,104,Customer,94041
58773,748,10/15/2013 10:42,San Francisco Caltrain (Townsend at 4th),70,10/15/2013 10:54,Steuart at Market,74,506,Subscriber,94061
58820,864,10/15/2013 11:04,Grant Avenue at Columbus Avenue,73,10/15/2013 11:19,Market at 4th,76,478,Subscriber,94133
59043,500,10/15/2013 13:41,Steuart at Market,74,10/15/2013 13:49,2nd at South Park,64,380,Subscriber,94108
59112,544,10/15/2013 14:38,Mechanics Plaza (Market at Battery),75,10/15/2013 14:48,Davis at Jackson,42,490,Subscriber,94550
59303,680,10/15/2013 17:00,Yerba Buena Center of the Arts (3rd @ Howard),68,10/15/2013 17:11,Powell Street BART,39,442,Subscriber,94109
59304,628,10/15/2013 17:00,Steuart at Market,74,10/15/2013 17:11,San Francisco Caltrain (Townsend at 4th),70,287,Customer,
59441,589,10/15/2013 17:41,South Van Ness at Market,66,10/15/2013 17:51,Market at 4th,76,394,Subscriber,94110
59454,225,10/15/2013 17:43,Spear at Folsom,49,10/15/2013 17:46,Temporary Transbay Terminal (Howard at Beale),55,557,Subscriber,94131
59569,489,10/15/2013 18:32,San Francisco Caltrain (Townsend at 4th),70,10/15/2013 18:40,5th at Howard,57,515,Subscriber,94103
59677,468,10/15/2013 19:32,Washington at Kearney,46,10/15/2013 19:40,Powell at Post (Union Square),71,553,Subscriber,94107
60057,521,10/16/2013 8:48,Commercial at Montgomery,45,10/16/2013 8:56,Powell Street BART,39,325,Subscriber,94108
60398,446,10/16/2013 12:14,Commercial at Montgomery,45,10/16/2013 12:22,Post at Kearney,47,522,Subscriber,94115
60448,355,10/16/2013 12:55,Harry Bridges Plaza (Ferry Building),50,10/16/2013 13:01,Commercial at Montgomery,45,552,Subscriber,94501
60472,575,10/16/2013 13:17,Steuart at Market,74,10/16/2013 13:26,Mechanics Plaza (Market at Battery),75,356,Subscriber,94110
60516,1683,10/16/2013 13:45,San Francisco Caltrain (Townsend at 4th),70,10/16/2013 14:14,Howard at 2nd,63,633,Customer,94105
60676,444,10/16/2013 16:09,St James Park,13,10/16/2013 16:16,San Jose Diridon Caltrain Station,2,657,Subscriber,94114
60718,450,10/16/2013 16:36,Market at Sansome,77,10/16/2013 16:44,San Francisco Caltrain 2 (330 Townsend),69,360,Subscriber,94040
60847,588,10/16/2013 17:21,Embarcadero at Folsom,51,10/16/2013 17:31,Washington at Kearney,46,626,Subscriber,94133
60906,575,10/16/2013 17:40,Civic Center BART (7th at Market),72,10/16/2013 17:49,Temporary Transbay Terminal (Howard at Beale),55,468,Subscriber,94611
60973,200,10/16/2013 17:57,Market at 4th,76,10/16/2013 18:00,Market at Sansome,77,447,Subscriber,2139
61228,103,10/16/2013 20:37,Beale at Market,56,10/16/2013 20:39,Temporary Transbay Terminal (Howard at Beale),55,384,Subscriber,94105
61372,467,10/17/2013 7:19,San Francisco Caltrain (Townsend at 4th),70,10/17/2013 7:26,Temporary Transbay Terminal (Howard at Beale),55,563,Subscriber,94025
61448,175,10/17/2013 8:00,Golden Gate at Polk,59,10/17/2013 8:02,Civic Center BART (7th at Market),72,634,Subscriber,94109
61789,8908,10/17/2013 10:23,Mountain View Caltrain Station,28,10/17/2013 12:51,Mountain View Caltrain Station,28,696,Customer,94040
61822,953,10/17/2013 10:52,Yerba Buena Center of the Arts (3rd @ Howard),68,10/17/2013 11:08,Harry Bridges Plaza (Ferry Building),50,578,Customer,60608
61963,209,10/17/2013 12:28,Harry Bridges Plaza (Ferry Building),50,10/17/2013 12:31,Embarcadero at Vallejo,48,528,Subscriber,94550
62023,824,10/17/2013 13:00,Beale at Market,56,10/17/2013 13:13,Embarcadero at Sansome,60,615,Customer,2127
62203,1983,10/17/2013 15:29,Grant Avenue at Columbus Avenue,73,10/17/2013 16:02,Townsend at 7th,65,566,Customer,94952
62236,316,10/17/2013 16:00,5th at Howard,57,10/17/2013 16:05,San Francisco Caltrain (Townsend at 4th),70,554,Subscriber,95124
62303,1111,10/17/2013 16:39,Market at 10th,67,10/17/2013 16:58,Harry Bridges Plaza (Ferry Building),50,519,Customer,98144
62312,648,10/17/2013 16:45,Clay at Battery,41,10/17/2013 16:56,Powell at Post (Union Square),71,333,Subscriber,94158
62510,1801,10/17/2013 17:46,Embarcadero at Sansome,60,10/17/2013 18:16,Powell at Post (Union Square),71,632,Customer,2127
62520,125,10/17/2013 17:50,San Salvador at 1st,8,10/17/2013 17:52,Paseo de San Antonio,7,203,Subscriber,95112
62599,949,10/17/2013 18:14,San Francisco Caltrain (Townsend at 4th),70,10/17/2013 18:29,Embarcadero at Folsom,51,395,Subscriber,94301
62652,267,10/17/2013 18:38,2nd at Townsend,61,10/17/2013 18:42,2nd at Townsend,61,568,Subscriber,94107
62723,212,10/17/2013 19:25,San Francisco Caltrain (Townsend at 4th),70,10/17/2013 19:29,2nd at Townsend,61,288,Subscriber,94102
62792,1096,10/17/2013 20:27,San Salvador at 1st,8,10/17/2013 20:45,San Pedro Square,6,18,Customer,95037
62905,1271,10/17/2013 23:15,Harry Bridges Plaza (Ferry Building),50,10/17/2013 23:36,2nd at Folsom,62,482,Customer,84123
62929,977,10/18/2013 6:03,San Francisco Caltrain (Townsend at 4th),70,10/18/2013 6:19,Embarcadero at Sansome,60,494,Subscriber,95111
63056,607,10/18/2013 8:01,Temporary Transbay Terminal (Howard at Beale),55,10/18/2013 8:11,Powell Street BART,39,313,Subscriber,94702
63176,502,10/18/2013 8:49,Post at Kearney,47,10/18/2013 8:57,Commercial at Montgomery,45,614,Subscriber,94108
63182,334,10/18/2013 8:52,Powell Street BART,39,10/18/2013 8:57,Market at 10th,67,556,Subscriber,94108
63305,304,10/18/2013 9:46,Mountain View Caltrain Station,28,10/18/2013 9:51,Mountain View City Hall,27,98,Subscriber,94107
63309,473,10/18/2013 9:49,Grant Avenue at Columbus Avenue,73,10/18/2013 9:57,Steuart at Market,74,367,Subscriber,94611
63426,1055,10/18/2013 11:08,Temporary Transbay Terminal (Howard at Beale),55,10/18/2013 11:26,Grant Avenue at Columbus Avenue,73,414,Subscriber,94120
63538,850,10/18/2013 12:22,Washington at Kearney,46,10/18/2013 12:36,Powell at Post (Union Square),71,400,Customer,
63609,899,10/18/2013 12:56,San Francisco City Hall,58,10/18/2013 13:11,Steuart at Market,74,517,Subscriber,94105
64016,850,10/18/2013 17:04,5th at Howard,57,10/18/2013 17:18,Steuart at Market,74,312,Subscriber,94115
64058,968,10/18/2013 17:28,Market at 10th,67,10/18/2013 17:44,Temporary Transbay Terminal (Howard at Beale),55,600,Subscriber,94709
64195,2031,10/18/2013 18:14,Grant Avenue at Columbus Avenue,73,10/18/2013 18:48,2nd at Townsend,61,567,Customer,66525
64306,459,10/18/2013 19:44,Commercial at Montgomery,45,10/18/2013 19:52,Embarcadero at Bryant,54,585,Subscriber,94107
64337,514,10/18/2013 20:26,Market at Sansome,77,10/18/2013 20:35,5th at Howard,57,328,Subscriber,94117
64537,476,10/19/2013 10:01,Washington at Kearney,46,10/19/2013 10:09,Post at Kearney,47,498,Subscriber,94114
64646,1585,10/19/2013 11:34,Harry Bridges Plaza (Ferry Building),50,10/19/2013 12:00,Embarcadero at Sansome,60,406,Customer,60076
65214,546,10/19/2013 20:21,Steuart at Market,74,10/19/2013 20:30,Embarcadero at Bryant,54,626,Subscriber,94107
65318,702,10/20/2013 8:53,2nd at South Park,64,10/20/2013 9:04,Embarcadero at Vallejo,48,614,Subscriber,94107
65375,20961,10/20/2013 10:29,Market at 4th,76,10/20/2013 16:19,Embarcadero at Vallejo,48,607,Customer,
65442,551,10/20/2013 11:39,Embarcadero at Folsom,51,10/20/2013 11:48,Market at 4th,76,501,Subscriber,94608
65747,717,10/20/2013 16:49,Golden Gate at Polk,59,10/20/2013 17:00,Powell at Post (Union Square),71,384,Subscriber,94102
65871,191,10/20/2013 23:29,San Francisco City Hall,58,10/20/2013 23:32,South Van Ness at Market,66,618,Subscriber,94103
65961,624,10/21/2013 7:28,Japantown,9,10/21/2013 7:39,San Jose Diridon Caltrain Station,2,35,Subscriber,95112
65962,413,10/21/2013 7:23,Davis at Jackson,42,10/21/2013 7:30,Embarcadero at Sansome,60,529,Subscriber,94609
66454,277,10/21/2013 11:54,Harry Bridges Plaza (Ferry Building),50,10/21/2013 11:58,Commercial at Montgomery,45,352,Subscriber,94123
66556,482,10/21/2013 13:06,Powell Street BART,39,10/21/2013 13:14,Market at 10th,67,462,Customer,94102
66833,299,10/21/2013 17:00,Steuart at Market,74,10/21/2013 17:05,Market at Sansome,77,506,Subscriber,94112
67100,339,10/21/2013 18:58,Spear at Folsom,49,10/21/2013 19:04,Yerba Buena Center of the Arts (3rd @ Howard),68,627,Subscriber,94107
67420,624,10/22/2013 8:01,San Francisco Caltrain (Townsend at 4th),70,10/22/2013 8:11,Steuart at Market,74,470,Subscriber,95051
67604,348,10/22/2013 9:09,San Francisco Caltrain (Townsend at 4th),70,10/22/2013 9:14,2nd at South Park,64,280,Subscriber,94119
67618,636,10/22/2013 9:13,Market at Sansome,77,10/22/2013 9:24,2nd at Townsend,61,281,Subscriber,94107
67849,619,10/22/2013 12:22,Market at 4th,76,10/22/2013 12:32,2nd at South Park,64,317,Subscriber,94105
67868,709,10/22/2013 12:48,Townsend at 7th,65,10/22/2013 13:00,Townsend at 7th,65,286,Subscriber,94541
68095,322,10/22/2013 16:24,5th at Howard,57,10/22/2013 16:29,San Francisco Caltrain (Townsend at 4th),70,566,Subscriber,95124
68149,935,10/22/2013 16:45,San Francisco Caltrain (Townsend at 4th),70,10/22/2013 17:01,Washington at Kearney,46,588,Subscriber,94107
68158,460,10/22/2013 16:49,Market at 10th,67,10/22/2013 16:56,San Francisco Caltrain (Townsend at 4th),70,491,Subscriber,94041
68282,7033,10/22/2013 17:40,Arena Green / SAP Center,14,10/22/2013 19:37,Arena Green / SAP Center,14,104,Customer,94606
68444,666,10/22/2013 18:34,Japantown,9,10/22/2013 18:45,Adobe on Almaden,5,232,Subscriber,95112
68562,212,10/22/2013 19:58,San Francisco Caltrain 2 (330 Townsend),69,10/22/2013 20:02,Townsend at 7th,65,390,Subscriber,94107
68943,316,10/23/2013 9:01,Mountain View Caltrain Station,28,10/23/2013 9:06,Mountain View City Hall,27,252,Subscriber,94123
69435,317,10/23/2013 15:59,Embarcadero at Vallejo,48,10/23/2013 16:04,Beale at Market,56,319,Subscriber,94550
69768,1320,10/23/2013 18:32,2nd at South Park,64,10/23/2013 18:54,Washington at Kearney,46,503,Subscriber,94544
69890,530,10/23/2013 20:12,Harry Bridges Plaza (Ferry Building),50,10/23/2013 20:21,2nd at Townsend,61,429,Subscriber,94107
70018,828,10/24/2013 6:53,Townsend at 7th,65,10/24/2013 7:06,Beale at Market,56,484,Subscriber,94107
70043,444,10/24/2013 7:14,Civic Center BART (7th at Market),72,10/24/2013 7:21,San Francisco Caltrain (Townsend at 4th),70,548,Subscriber,94102
70101,763,10/24/2013 7:50,Post at Kearney,47,10/24/2013 8:03,Townsend at 7th,65,454,Subscriber,94108
70201,257,10/24/2013 8:33,Temporary Transbay Terminal (Howard at Beale),55,10/24/2013 8:37,Clay at Battery,41,356,Subscriber,94105
70267,916,10/24/2013 8:51,Steuart at Market,74,10/24/2013 9:06,Townsend at 7th,65,543,Subscriber,94590
70279,731,10/24/2013 8:55,Embarcadero at Sansome,60,10/24/2013 9:08,Spear at Folsom,49,485,Subscriber,94105
70328,844,10/24/2013 9:08,San Francisco Caltrain (Townsend at 4th),70,10/24/2013 9:23,Market at 10th,67,545,Subscriber,94086
70404,736,10/24/2013 9:49,South Van Ness at Market,66,10/24/2013 10:01,Howard at 2nd,63,322,Subscriber,94103
70563,2096,10/24/2013 11:49,San Jose City Hall,10,10/24/2013 12:24,San Pedro Square,6,15,Subscriber,95112
70674,418,10/24/2013 13:20,Golden Gate at Polk,59,10/24/2013 13:27,Market at 4th,76,593,Subscriber,94114
70732,190,10/24/2013 14:17,Santa Clara at Almaden,4,10/24/2013 14:21,Arena Green / SAP Center,14,89,Subscriber,95113
70832,467,10/24/2013 16:10,2nd at South Park,64,10/24/2013 16:17,Temporary Transbay Terminal (Howard at Beale),55,409,Subscriber,94705
70878,327,10/24/2013 16:38,2nd at Townsend,61,10/24/2013 16:43,Steuart at Market,74,508,Subscriber,94606
71142,362,10/24/2013 18:21,2nd at Townsend,61,10/24/2013 18:27,Harry Bridges Plaza (Ferry Building),50,538,Subscriber,94107
71716,552,10/25/2013 9:22,Steuart at Market,74,10/25/2013 9:31,2nd at Townsend,61,531,Subscriber,94703
72247,380,10/25/2013 16:40,Beale at Market,56,10/25/2013 16:46,2nd at Townsend,61,433,Subscriber,94107
72266,668,10/25/2013 16:46,Embarcadero at Sansome,60,10/25/2013 16:58,Steuart at Market,74,429,Subscriber,94066
72587,511,10/25/2013 19:17,2nd at Folsom,62,10/25/2013 19:25,Powell at Post (Union Square),71,267,Subscriber,94133
72643,447,10/25/2013 20:19,San Pedro Square,6,10/25/2013 20:26,SJSU 4th at San Carlos,12,666,Subscriber,95110
72752,359,10/26/2013 5:48,Grant Avenue at Columbus Avenue,73,10/26/2013 5:54,Post at Kearney,47,625,Subscriber,94133
73055,582,10/26/2013 13:22,Washington at Kearney,46,10/26/2013 13:32,Powell Street BART,39,319,Subscriber,94111
73095,1376,10/26/2013 14:04,2nd at South Park,64,10/26/2013 14:27,Grant Avenue at Columbus Avenue,73,489,Customer,94559
73113,431,10/26/2013 14:24,Washington at Kearney,46,10/26/2013 14:31,Powell Street BART,39,454,Customer,98115
73123,1136,10/26/2013 14:41,Embarcadero at Sansome,60,10/26/2013 14:59,Post at Kearney,47,322,Subscriber,94111
73128,1321,10/26/2013 14:46,Beale at Market,56,10/26/2013 15:08,San Francisco City Hall,58,364,Customer,10024
73198,1351,10/26/2013 15:31,Davis at Jackson,42,10/26/2013 15:54,Townsend at 7th,65,328,Customer,
73211,6796,10/26/2013 15:45,Spear at Folsom,49,10/26/2013 17:39,Spear at Folsom,49,383,Customer,94105
73287,230,10/26/2013 17:10,Market at Sansome,77,10/26/2013 17:14,Yerba Buena Center of the Arts (3rd @ Howard),68,547,Subscriber,94107
73304,973,10/26/2013 17:49,Embarcadero at Vallejo,48,10/26/2013 18:05,Powell at Post (Union Square),71,450,Customer,20190
73316,273,10/26/2013 18:20,Civic Center BART (7th at Market),72,10/26/2013 18:25,South Van Ness at Market,66,603,Subscriber,94134
73378,2183,10/26/2013 22:25,Market at 4th,76,10/26/2013 23:01,Market at 4th,76,629,Customer,94568
73409,574,10/27/2013 4:31,Townsend at 7th,65,10/27/2013 4:40,Golden Gate at Polk,59,503,Subscriber,94109
73761,1044,10/27/2013 17:41,Grant Avenue at Columbus Avenue,73,10/27/2013 17:58,South Van Ness at Market,66,608,Subscriber,94133
73807,552,10/27/2013 19:21,Japantown,9,10/27/2013 19:30,San Pedro Square,6,211,Customer,95112
74041,653,10/28/2013 8:37,Temporary Transbay Terminal (Howard at Beale),55,10/28/2013 8:48,Market at 10th,67,423,Subscriber,94606
74177,827,10/28/2013 9:25,San Francisco Caltrain 2 (330 Townsend),69,10/28/2013 9:39,Mechanics Plaza (Market at Battery),75,400,Subscriber,94086
74242,447,10/28/2013 9:58,Grant Avenue at Columbus Avenue,73,10/28/2013 10:05,Steuart at Market,74,510,Subscriber,94133
74306,166,10/28/2013 10:58,Civic Center BART (7th at Market),72,10/28/2013 11:01,Golden Gate at Polk,59,415,Subscriber,94530
74597,511,10/28/2013 15:48,San Francisco Caltrain 2 (330 Townsend),69,10/28/2013 15:57,Powell Street BART,39,287,Subscriber,94621
74746,668,10/28/2013 17:13,Post at Kearney,47,10/28/2013 17:24,South Van Ness at Market,66,627,Subscriber,94114
74852,289,10/28/2013 17:52,Market at Sansome,77,10/28/2013 17:57,Steuart at Market,74,259,Subscriber,94510
74902,322,10/28/2013 18:10,Davis at Jackson,42,10/28/2013 18:16,Temporary Transbay Terminal (Howard at Beale),55,584,Subscriber,94602
75070,532,10/28/2013 20:31,Market at Sansome,77,10/28/2013 20:40,5th at Howard,57,354,Customer,94536
75225,700,10/29/2013 7:35,San Jose Diridon Caltrain Station,2,10/29/2013 7:47,San Jose City Hall,10,686,Subscriber,94502
75420,243,10/29/2013 8:55,Temporary Transbay Terminal (Howard at Beale),55,10/29/2013 8:59,Howard at 2nd,63,529,Subscriber,94709
75504,183,10/29/2013 9:18,SJSU 4th at San Carlos,12,10/29/2013 9:21,San Jose City Hall,10,45,Subscriber,95062
75575,584,10/29/2013 9:51,Embarcadero at Sansome,60,10/29/2013 10:01,Temporary Transbay Terminal (Howard at Beale),55,574,Subscriber,94105
75936,451,10/29/2013 16:23,Powell Street BART,39,10/29/2013 16:30,2nd at Folsom,62,490,Subscriber,94107
76217,412,10/29/2013 18:15,2nd at South Park,64,10/29/2013 18:22,Market at Sansome,77,524,Subscriber,94609
76281,794,10/29/2013 18:48,San Francisco Caltrain (Townsend at 4th),70,10/29/2013 19:01,Davis at Jackson,42,493,Subscriber,94111
76466,234,10/30/2013 6:14,Mountain View City Hall,27,10/30/2013 6:18,Mountain View Caltrain Station,28,685,Subscriber,94024
76522,594,10/30/2013 7:22,San Francisco Caltrain (Townsend at 4th),70,10/30/2013 7:32,Temporary Transbay Terminal (Howard at Beale),55,560,Subscriber,94025
76590,479,10/30/2013 7:50,San Francisco Caltrain (Townsend at 4th),70,10/30/2013 7:58,2nd at Folsom,62,415,Subscriber,95060
76826,639,10/30/2013 9:25,Beale at Market,56,10/30/2013 9:36,2nd at South Park,64,497,Subscriber,94536
76889,717,10/30/2013 10:03,Powell at Post (Union Square),71,10/30/2013 10:15,Embarcadero at Sansome,60,437,Subscriber,94109
76977,636,10/30/2013 11:02,Clay at Battery,41,10/30/2013 11:13,Powell at Post (Union Square),71,355,Subscriber,94115
76982,677,10/30/2013 11:07,Powell at Post (Union Square),71,10/30/2013 11:18,San Francisco Caltrain 2 (330 Townsend),69,405,Subscriber,94108
76985,592,10/30/2013 11:09,San Francisco Caltrain 2 (330 Townsend),69,10/30/2013 11:19,San Francisco Caltrain 2 (330 Townsend),69,631,Subscriber,94404
77046,526,10/30/2013 12:10,5th at Howard,57,10/30/2013 12:19,Powell at Post (Union Square),71,574,Subscriber,94602
77392,4445,10/30/2013 16:50,Embarcadero at Bryant,54,10/30/2013 18:04,Embarcadero at Bryant,54,271,Customer,60614
77487,734,10/30/2013 17:21,Spear at Folsom,49,10/30/2013 17:33,Grant Avenue at Columbus Avenue,73,558,Subscriber,94133
77554,338,10/30/2013 17:41,2nd at South Park,64,10/30/2013 17:47,Howard at 2nd,63,391,Subscriber,94105
77591,564,10/30/2013 18:00,San Francisco Caltrain (Townsend at 4th),70,10/30/2013 18:10,Spear at Folsom,49,567,Subscriber,94610
77610,508,10/30/2013 18:06,2nd at Townsend,61,10/30/2013 18:14,Temporary Transbay Terminal (Howard at Beale),55,484,Subscriber,94608
77879,154,10/30/2013 22:22,Yerba Buena Center of the Arts (3rd @ Howard),68,10/30/2013 22:25,5th at Howard,57,292,Customer,64111
77960,498,10/31/2013 7:20,San Francisco Caltrain (Townsend at 4th),70,10/31/2013 7:28,Market at Sansome,77,580,Subscriber,94040
78057,340,10/31/2013 8:17,Commercial at Montgomery,45,10/31/2013 8:22,Temporary Transbay Terminal (Howard at Beale),55,453,Subscriber,94939
78201,610,10/31/2013 8:59,Townsend at 7th,65,10/31/2013 9:09,Powell Street BART,39,398,Subscriber,94107
78268,358,10/31/2013 9:39,Market at Sansome,77,10/31/2013 9:45,2nd at South Park,64,463,Subscriber,94709
78282,545,10/31/2013 9:44,San Francisco Caltrain (Townsend at 4th),70,10/31/2013 9:53,Embarcadero at Folsom,51,259,Subscriber,94303
78352,533,10/31/2013 10:23,Civic Center BART (7th at Market),72,10/31/2013 10:32,Market at Sansome,77,406,Subscriber,94110
78431,271,10/31/2013 11:29,Market at Sansome,77,10/31/2013 11:33,Powell Street BART,39,318,Subscriber,94702
78448,234,10/31/2013 11:33,Townsend at 7th,65,10/31/2013 11:37,San Francisco Caltrain 2 (330 Townsend),69,612,Subscriber,94015
78462,266,10/31/2013 11:50,Steuart at Market,74,10/31/2013 11:54,Spear at Folsom,49,416,Subscriber,94105
78505,232,10/31/2013 12:25,Harry Bridges Plaza (Ferry Building),50,10/31/2013 12:29,Embarcadero at Vallejo,48,617,Subscriber,94550
78535,539,10/31/2013 12:48,San Francisco Caltrain 2 (330 Townsend),69,10/31/2013 12:57,Powell Street BART,39,484,Subscriber,94107
78541,1002,10/31/2013 12:52,San Francisco Caltrain (Townsend at 4th),70,10/31/2013 13:09,Harry Bridges Plaza (Ferry Building),50,287,Subscriber,94941
78662,1312,10/31/2013 14:41,Temporary Transbay Terminal (Howard at Beale),55,10/31/2013 15:03,South Van Ness at Market,66,259,Subscriber,94115
78718,805,10/31/2013 15:20,South Van Ness at Market,66,10/31/2013 15:33,Post at Kearney,47,320,Subscriber,94703
78826,819,10/31/2013 16:18,Mechanics Plaza (Market at Battery),75,10/31/2013 16:32,2nd at Townsend,61,483,Subscriber,94105
78859,311,10/31/2013 16:24,Townsend at 7th,65,10/31/2013 16:29,Townsend at 7th,65,461,Subscriber,94086
78883,632,10/31/2013 16:35,San Francisco City Hall,58,10/31/2013 16:45,2nd at Folsom,62,515,Subscriber,94117
78984,1113,10/31/2013 17:03,2nd at Townsend,61,10/31/2013 17:22,South Van Ness at Market,66,503,Subscriber,94110
79053,6338,10/31/2013 17:30,2nd at South Park,64,10/31/2013 19:15,Embarcadero at Sansome,60,614,Customer,
